ano,dia,numero,variacao,area,disciplina,materia,volume,modulo,competencias,habilidades,assuntos_match,score_match,tipo_match,confianca,revisado_manual
2015,1,4,1,Ciências Humanas,Geografia,Geografia 1,1,5,C6,,geografia; brasil,0.5600,direto,media,False
2015,1,4,1,Ciências Humanas,Geografia,Geografia 1,1,3,C6,,geografia,0.5300,direto,media,False
2015,1,4,1,Ciências Humanas,Geografia,Geografia 1,1,4,C6,,geografia,0.5300,direto,media,False
2015,1,4,1,Ciências Humanas,Geografia,Geografia 2,1,1,C6; C4,,geografia,0.5300,direto,media,False
2015,1,8,1,Ciências Humanas,Sociologia,Sociologia,1,2,C3; C5,,sociologia,0.5300,direto,media,False
2015,1,8,1,Ciências Humanas,Sociologia,Sociologia,1,3,C3; C5,,sociologia,0.5300,direto,media,False
2015,1,8,1,Ciências Humanas,Sociologia,Sociologia,1,4,C3; C5,,sociologia,0.5300,direto,media,False
2015,1,8,1,Ciências Humanas,Sociologia,Sociologia,1,5,C3; C5,,sociologia,0.5300,direto,media,False
2015,1,10,1,Ciências Humanas,História,História 1,1,5,C3,,historia; brasil,0.5600,direto,media,False
2015,1,10,1,Ciências Humanas,História,História 1,1,4,C2; C3,,historia,0.5300,direto,media,False
2015,1,10,1,Ciências Humanas,História,História 2,1,3,C2; C3,,historia,0.5300,direto,media,False
2015,1,10,1,Ciências Humanas,História,História 2,1,4,C2; C3,,historia,0.5300,direto,media,False
2015,1,10,1,Ciências Humanas,História,História 2,1,5,C3,,historia,0.5300,direto,media,False
2015,1,14,1,Ciências Humanas,Sociologia,Sociologia,1,2,C3; C5,,sociologia,0.5300,direto,media,False
2015,1,14,1,Ciências Humanas,Sociologia,Sociologia,1,3,C3; C5,,sociologia,0.5300,direto,media,False
2015,1,14,1,Ciências Humanas,Sociologia,Sociologia,1,4,C3; C5,,sociologia,0.5300,direto,media,False
2015,1,14,1,Ciências Humanas,Sociologia,Sociologia,1,5,C3; C5,,sociologia,0.5300,direto,media,False
2015,1,18,1,Ciências Humanas,História,História 1,1,5,C3,,historia; brasil,0.5600,direto,media,False
2015,1,18,1,Ciências Humanas,História,História 1,1,4,C2; C3,,historia,0.5300,direto,media,False
2015,1,18,1,Ciências Humanas,História,História 2,1,3,C2; C3,,historia,0.5300,direto,media,False
2015,1,18,1,Ciências Humanas,História,História 2,1,4,C2; C3,,historia,0.5300,direto,media,False
2015,1,18,1,Ciências Humanas,História,História 2,1,5,C3,,historia,0.5300,direto,media,False
2015,1,19,1,Ciências Humanas,Sociologia,Sociologia,1,2,C3; C5,,sociologia,0.5300,direto,media,False
2015,1,19,1,Ciências Humanas,Sociologia,Sociologia,1,3,C3; C5,,sociologia,0.5300,direto,media,False
2015,1,19,1,Ciências Humanas,Sociologia,Sociologia,1,4,C3; C5,,sociologia,0.5300,direto,media,False
2015,1,19,1,Ciências Humanas,Sociologia,Sociologia,1,5,C3; C5,,sociologia,0.5300,direto,media,False
2015,1,21,1,Ciências Humanas,Sociologia,Sociologia,1,1,C1; C3,,sociologia,0.5300,direto,media,False
2015,1,21,1,Ciências Humanas,Sociologia,Sociologia,1,2,C3; C5,,sociologia,0.5300,direto,media,False
2015,1,21,1,Ciências Humanas,Sociologia,Sociologia,1,3,C3; C5,,sociologia,0.5300,direto,media,False
2015,1,21,1,Ciências Humanas,Sociologia,Sociologia,1,4,C3; C5,,sociologia,0.5300,direto,media,False
2015,1,21,1,Ciências Humanas,Sociologia,Sociologia,1,5,C3; C5,,sociologia,0.5300,direto,media,False
2015,1,22,1,Ciências Humanas,História,História 2,1,1,C5; C6,,historia,0.5300,direto,media,False
2015,1,24,1,Ciências Humanas,História,História 1,1,4,C2; C3,,historia; africa,0.5600,direto,media,False
2015,1,24,1,Ciências Humanas,História,História 1,1,5,C3,,historia; brasil,0.5600,direto,media,False
2015,1,24,1,Ciências Humanas,História,História 2,1,3,C2; C3,,historia,0.5300,direto,media,False
2015,1,24,1,Ciências Humanas,História,História 2,1,4,C2; C3,,historia,0.5300,direto,media,False
2015,1,24,1,Ciências Humanas,História,História 2,1,5,C3,,historia,0.5300,direto,media,False
2015,1,25,1,Ciências Humanas,Sociologia,Sociologia,1,2,C3; C5,,sociologia,0.5300,direto,media,False
2015,1,25,1,Ciências Humanas,Sociologia,Sociologia,1,3,C3; C5,,sociologia,0.5300,direto,media,False
2015,1,25,1,Ciências Humanas,Sociologia,Sociologia,1,4,C3; C5,,sociologia,0.5300,direto,media,False
2015,1,25,1,Ciências Humanas,Sociologia,Sociologia,1,5,C3; C5,,sociologia,0.5300,direto,media,False
2015,1,27,1,Ciências Humanas,Geografia,Geografia 1,1,3,C6,,geografia,0.5300,direto,media,False
2015,1,27,1,Ciências Humanas,Geografia,Geografia 1,1,4,C6,,geografia,0.5300,direto,media,False
2015,1,27,1,Ciências Humanas,Geografia,Geografia 1,1,5,C6,,geografia,0.5300,direto,media,False
2015,1,27,1,Ciências Humanas,Geografia,Geografia 2,1,1,C6; C4,,geografia,0.5300,direto,media,False
2015,1,29,1,Ciências Humanas,História,História 1,1,2,C1; C4,,historia,0.5300,direto,media,False
2015,1,30,1,Ciências Humanas,História,História 1,1,4,C2; C3,,historia,0.5300,direto,media,False
2015,1,30,1,Ciências Humanas,História,História 1,1,5,C3,,historia,0.5300,direto,media,False
2015,1,30,1,Ciências Humanas,História,História 2,1,3,C2; C3,,historia,0.5300,direto,media,False
2015,1,30,1,Ciências Humanas,História,História 2,1,4,C2; C3,,historia,0.5300,direto,media,False
2015,1,30,1,Ciências Humanas,História,História 2,1,5,C3,,historia,0.5300,direto,media,False
2015,1,34,1,Ciências Humanas,Filosofia,Filosofia,1,5,C1,,filosofia; teoria; crise,0.5900,direto,media,False
2015,1,34,1,Ciências Humanas,Filosofia,Filosofia,1,1,C1,,filosofia,0.5300,direto,media,False
2015,1,34,1,Ciências Humanas,Filosofia,Filosofia,1,2,C1; C2,,filosofia,0.5300,direto,media,False
2015,1,34,1,Ciências Humanas,Filosofia,Filosofia,1,3,C1,,filosofia,0.5300,direto,media,False
2015,1,34,1,Ciências Humanas,Filosofia,Filosofia,1,4,C1,,filosofia,0.5300,direto,media,False
2015,1,35,1,Ciências Humanas,Sociologia,Sociologia,1,1,C1; C3,,sociologia,0.5300,direto,media,False
2015,1,35,1,Ciências Humanas,Sociologia,Sociologia,1,2,C3; C5,,sociologia,0.5300,direto,media,False
2015,1,35,1,Ciências Humanas,Sociologia,Sociologia,1,3,C3; C5,,sociologia,0.5300,direto,media,False
2015,1,35,1,Ciências Humanas,Sociologia,Sociologia,1,4,C3; C5,,sociologia,0.5300,direto,media,False
2015,1,35,1,Ciências Humanas,Sociologia,Sociologia,1,5,C3; C5,,sociologia,0.5300,direto,media,False
2015,1,46,1,Ciências da Natureza,Biologia,Biologia 1,1,1,C4,,agua,0.6100,direto,media,False
2015,1,46,1,Ciências da Natureza,Biologia,Biologia 1,1,2,C4,,biologia; saude,0.5600,direto,media,False
2015,1,46,1,Ciências da Natureza,Biologia,Biologia 1,1,3,C4,,biologia,0.5300,direto,media,False
2015,1,49,1,Ciências da Natureza,Física,Física 1,1,1,C1; C5,,mecanica,0.5800,direto,media,False
2015,1,49,1,Ciências da Natureza,Física,Física 2,1,1,C1; C2; C5,,fisica,0.5300,direto,media,False
2015,1,49,1,Ciências da Natureza,Física,Física 2,1,2,C1; C2; C5,,fisica,0.5300,direto,media,False
2015,1,49,1,Ciências da Natureza,Física,Física 2,1,3,C1; C2; C5,,fisica,0.5300,direto,media,False
2015,1,49,1,Ciências da Natureza,Física,Física 2,1,5,C1; C2; C5,,fisica,0.5300,direto,media,False
2015,1,52,1,Ciências da Natureza,Física,Física 2,1,1,C1; C2; C5,,fisica,0.5300,direto,media,False
2015,1,52,1,Ciências da Natureza,Física,Física 2,1,2,C1; C2; C5,,fisica,0.5300,direto,media,False
2015,1,52,1,Ciências da Natureza,Física,Física 2,1,3,C1; C2; C5,,fisica,0.5300,direto,media,False
2015,1,52,1,Ciências da Natureza,Física,Física 2,1,5,C1; C2; C5,,fisica,0.5300,direto,media,False
2015,1,56,1,Ciências da Natureza,Física,Física 1,1,3,C6,,fisica,0.5300,direto,media,False
2015,1,56,1,Ciências da Natureza,Física,Física 1,1,4,C6,,fisica,0.5300,direto,media,False
2015,1,56,1,Ciências da Natureza,Física,Física 3,1,1,C6,,fisica,0.5300,direto,media,False
2015,1,56,1,Ciências da Natureza,Física,Física 3,1,3,C6,,fisica,0.5300,direto,media,False
2015,1,56,1,Ciências da Natureza,Física,Física 3,1,4,C6,,fisica,0.5300,direto,media,False
2015,1,57,1,Ciências da Natureza,Química,Química 1,1,5,C7,,quimica,0.5300,direto,media,False
2015,1,57,1,Ciências da Natureza,Química,Química 3,1,2,C7,,quimica,0.5300,direto,media,False
2015,1,57,1,Ciências da Natureza,Química,Química 3,1,3,C7,,quimica,0.5300,direto,media,False
2015,1,57,1,Ciências da Natureza,Química,Química 3,1,4,C7,,quimica,0.5300,direto,media,False
2015,1,57,1,Ciências da Natureza,Química,Química 3,1,5,C7,,quimica,0.5300,direto,media,False
2015,1,58,1,Ciências da Natureza,Química,Química 1,1,1,C3,,quimica,0.5300,direto,media,False
2015,1,60,1,Ciências da Natureza,Química,Química 1,1,2,C1,,quimica,0.5300,direto,media,False
2015,1,60,1,Ciências da Natureza,Química,Química 1,1,3,C1,,quimica,0.5300,direto,media,False
2015,1,61,1,Ciências da Natureza,Química,Química 1,1,1,C3,,quimica,0.5300,direto,media,False
2015,1,61,1,Ciências da Natureza,Química,Química 3,1,1,C2,,quimica_organica,0.4100,relacionado,baixa,False
2015,1,63,1,Ciências da Natureza,Física,Física 1,1,3,C6,,mecanica,0.5800,direto,media,False
2015,1,63,1,Ciências da Natureza,Física,Física 1,1,4,C6,,mecanica,0.5800,direto,media,False
2015,1,63,1,Ciências da Natureza,Física,Física 3,1,1,C6,,mecanica,0.5800,direto,media,False
2015,1,63,1,Ciências da Natureza,Física,Física 3,1,3,C6,,fisica,0.5300,direto,media,False
2015,1,63,1,Ciências da Natureza,Física,Física 3,1,4,C6,,fisica,0.5300,direto,media,False
2015,1,64,1,Ciências da Natureza,Química,Química 1,1,2,C1,,quimica,0.5300,direto,media,False
2015,1,64,1,Ciências da Natureza,Química,Química 1,1,3,C1,,quimica,0.5300,direto,media,False
2015,1,66,1,Ciências da Natureza,Física,Física 2,1,1,C1; C2; C5,,termodinamica,0.6100,direto,media,False
2015,1,66,1,Ciências da Natureza,Física,Física 2,1,2,C1; C2; C5,,termodinamica,0.6100,direto,media,False
2015,1,66,1,Ciências da Natureza,Física,Física 2,1,5,C1; C2; C5,,termodinamica,0.6100,direto,media,False
2015,1,66,1,Ciências da Natureza,Física,Física 2,1,3,C1; C2; C5,,termodinamica,0.5800,direto,media,False
2015,1,66,1,Ciências da Natureza,Física,Física 1,1,1,C1; C5,,fisica; metodo,0.5600,direto,media,False
2015,1,67,1,Ciências da Natureza,Química,Química 1,1,2,C1,,quimica,0.5300,direto,media,False
2015,1,67,1,Ciências da Natureza,Química,Química 1,1,3,C1,,quimica,0.5300,direto,media,False
2015,1,69,1,Ciências da Natureza,Química,Química 1,1,5,C7,,quimica,0.5300,direto,media,False
2015,1,69,1,Ciências da Natureza,Química,Química 3,1,2,C7,,quimica,0.5300,direto,media,False
2015,1,69,1,Ciências da Natureza,Química,Química 3,1,3,C7,,quimica,0.5300,direto,media,False
2015,1,69,1,Ciências da Natureza,Química,Química 3,1,4,C7,,quimica,0.5300,direto,media,False
2015,1,69,1,Ciências da Natureza,Química,Química 3,1,5,C7,,quimica,0.5300,direto,media,False
2015,1,72,1,Ciências da Natureza,Biologia,Biologia 1,1,1,C4,,fisiologia; biologia,0.5600,direto,media,False
2015,1,72,1,Ciências da Natureza,Biologia,Biologia 1,1,2,C4,,biologia; saude,0.5600,direto,media,False
2015,1,72,1,Ciências da Natureza,Biologia,Biologia 1,1,3,C4,,biologia,0.5300,direto,media,False
2015,1,74,1,Ciências da Natureza,Química,Química 1,1,1,C3,,quimica,0.5300,direto,media,False
2015,1,76,1,Ciências da Natureza,Química,Química 1,1,1,C3,,quimica,0.5300,direto,media,False
2015,1,78,1,Ciências da Natureza,Química,Química 1,1,4,C5,,quimica,0.5300,direto,media,False
2015,1,78,1,Ciências da Natureza,Química,Química 2,1,1,C5,,quimica,0.5300,direto,media,False
2015,1,78,1,Ciências da Natureza,Química,Química 2,1,2,C5,,quimica,0.5300,direto,media,False
2015,1,78,1,Ciências da Natureza,Química,Química 2,1,3,C5,,quimica,0.5300,direto,media,False
2015,1,78,1,Ciências da Natureza,Química,Química 2,1,4,C5,,quimica,0.5300,direto,media,False
2015,1,79,1,Ciências da Natureza,Química,Química 1,1,1,C3,,quimica; ser,0.5600,direto,media,False
2015,1,79,1,Ciências da Natureza,Química,Química 3,1,1,C2,,quimica_organica,0.4100,relacionado,baixa,False
2015,1,79,1,Ciências da Natureza,Química,Química 3,1,4,C7,,quimica_organica,0.4100,relacionado,baixa,False
2015,1,80,1,Ciências da Natureza,Química,Química 1,1,5,C7,,quimica,0.5300,direto,media,False
2015,1,80,1,Ciências da Natureza,Química,Química 3,1,2,C7,,quimica,0.5300,direto,media,False
2015,1,80,1,Ciências da Natureza,Química,Química 3,1,3,C7,,quimica,0.5300,direto,media,False
2015,1,80,1,Ciências da Natureza,Química,Química 3,1,4,C7,,quimica,0.5300,direto,media,False
2015,1,80,1,Ciências da Natureza,Química,Química 3,1,5,C7,,quimica,0.5300,direto,media,False
2015,1,82,1,Ciências da Natureza,Química,Química 1,1,2,C1,,quimica,0.5300,direto,media,False
2015,1,82,1,Ciências da Natureza,Química,Química 1,1,3,C1,,quimica,0.5300,direto,media,False
2015,1,89,1,Ciências da Natureza,Química,Química 3,1,1,C2,,quimica,0.5300,direto,media,False
2015,1,90,1,Ciências da Natureza,Química,Química 1,1,5,C7,,quimica,0.5300,direto,media,False
2015,1,90,1,Ciências da Natureza,Química,Química 3,1,2,C7,,quimica,0.5300,direto,media,False
2015,1,90,1,Ciências da Natureza,Química,Química 3,1,3,C7,,quimica,0.5300,direto,media,False
2015,1,90,1,Ciências da Natureza,Química,Química 3,1,4,C7,,quimica,0.5300,direto,media,False
2015,1,90,1,Ciências da Natureza,Química,Química 3,1,5,C7,,quimica,0.5300,direto,media,False
2016,1,2,1,Ciências Humanas,História,História 1,1,2,C1; C4,,historia,0.5300,direto,media,False
2016,1,6,1,Ciências Humanas,Filosofia,Filosofia,1,2,C1; C2,,filosofia,0.5300,direto,media,False
2016,1,7,1,Ciências Humanas,Sociologia,Sociologia,1,1,C1; C3,,sociologia,0.5300,direto,media,False
2016,1,7,1,Ciências Humanas,Sociologia,Sociologia,1,2,C3; C5,,sociologia,0.5300,direto,media,False
2016,1,7,1,Ciências Humanas,Sociologia,Sociologia,1,3,C3; C5,,sociologia,0.5300,direto,media,False
2016,1,7,1,Ciências Humanas,Sociologia,Sociologia,1,4,C3; C5,,sociologia,0.5300,direto,media,False
2016,1,7,1,Ciências Humanas,Sociologia,Sociologia,1,5,C3; C5,,sociologia,0.5300,direto,media,False
2016,1,9,1,Ciências Humanas,História,História 1,1,4,C2; C3,,historia; africa,0.5600,direto,media,False
2016,1,9,1,Ciências Humanas,História,História 2,1,4,C2; C3,,historia; producao,0.5600,direto,media,False
2016,1,9,1,Ciências Humanas,História,História 1,1,1,C2; C6,,historia,0.5300,direto,media,False
2016,1,9,1,Ciências Humanas,História,História 1,1,3,C1; C2,,historia,0.5300,direto,media,False
2016,1,9,1,Ciências Humanas,História,História 2,1,2,C1; C2,,historia,0.5300,direto,media,False
2016,1,10,1,Ciências Humanas,História,História 2,1,1,C5; C6,,historia,0.5300,direto,media,False
2016,1,12,1,Ciências Humanas,História,História 2,1,5,C3,,instituicao; historia; estatal,0.5900,direto,media,False
2016,1,12,1,Ciências Humanas,História,História 1,1,5,C3,,historia; brasil,0.5600,direto,media,False
2016,1,12,1,Ciências Humanas,História,História 2,1,4,C2; C3,,historia; inicio,0.5600,direto,media,False
2016,1,12,1,Ciências Humanas,História,História 1,1,4,C2; C3,,historia,0.5300,direto,media,False
2016,1,12,1,Ciências Humanas,História,História 2,1,3,C2; C3,,historia,0.5300,direto,media,False
2016,1,13,1,Ciências Humanas,História,História 1,1,5,C3,,historia; brasil,0.5600,direto,media,False
2016,1,13,1,Ciências Humanas,História,História 1,1,4,C2; C3,,historia,0.5300,direto,media,False
2016,1,13,1,Ciências Humanas,História,História 2,1,3,C2; C3,,historia,0.5300,direto,media,False
2016,1,13,1,Ciências Humanas,História,História 2,1,4,C2; C3,,historia,0.5300,direto,media,False
2016,1,13,1,Ciências Humanas,História,História 2,1,5,C3,,historia,0.5300,direto,media,False
2016,1,15,1,Ciências Humanas,Filosofia,Filosofia,1,1,C1,,filosofia,0.5300,direto,media,False
2016,1,15,1,Ciências Humanas,Filosofia,Filosofia,1,2,C1; C2,,filosofia,0.5300,direto,media,False
2016,1,15,1,Ciências Humanas,Filosofia,Filosofia,1,3,C1,,filosofia,0.5300,direto,media,False
2016,1,15,1,Ciências Humanas,Filosofia,Filosofia,1,4,C1,,filosofia,0.5300,direto,media,False
2016,1,15,1,Ciências Humanas,Filosofia,Filosofia,1,5,C1,,filosofia,0.5300,direto,media,False
2016,1,18,1,Ciências Humanas,Geografia,Geografia 2,1,1,C6; C4,,geopolitica; geografia,0.5600,direto,media,False
2016,1,18,1,Ciências Humanas,Geografia,Geografia 2,1,2,C4,,geografia,0.5300,direto,media,False
2016,1,18,1,Ciências Humanas,Geografia,Geografia 2,1,3,C4,,geografia,0.5300,direto,media,False
2016,1,18,1,Ciências Humanas,Geografia,Geografia 2,1,4,C4,,geografia,0.5300,direto,media,False
2016,1,18,1,Ciências Humanas,Geografia,Geografia 2,1,5,C4,,geografia,0.5300,direto,media,False
2016,1,19,1,Ciências Humanas,História,História 1,1,2,C1; C4,,historia,0.5300,direto,media,False
2016,1,23,1,Ciências Humanas,História,História 2,1,4,C2; C3,,historia; seculo,0.5600,direto,media,False
2016,1,23,1,Ciências Humanas,História,História 2,1,5,C3,,historia; seculo,0.5600,direto,media,False
2016,1,23,1,Ciências Humanas,História,História 1,1,4,C2; C3,,historia,0.5300,direto,media,False
2016,1,23,1,Ciências Humanas,História,História 1,1,5,C3,,historia,0.5300,direto,media,False
2016,1,23,1,Ciências Humanas,História,História 2,1,3,C2; C3,,historia,0.5300,direto,media,False
2016,1,25,1,Ciências Humanas,Filosofia,Filosofia,1,2,C1; C2,,filosofia,0.5300,direto,media,False
2016,1,26,1,Ciências Humanas,Sociologia,Sociologia,1,3,C3; C5,,sociologia; social,0.5600,direto,media,False
2016,1,26,1,Ciências Humanas,Sociologia,Sociologia,1,2,C3; C5,,sociologia,0.5300,direto,media,False
2016,1,26,1,Ciências Humanas,Sociologia,Sociologia,1,4,C3; C5,,sociologia,0.5300,direto,media,False
2016,1,26,1,Ciências Humanas,Sociologia,Sociologia,1,5,C3; C5,,sociologia,0.5300,direto,media,False
2016,1,29,1,Ciências Humanas,Geografia,Geografia 2,1,1,C6; C4,,geografia,0.5300,direto,media,False
2016,1,29,1,Ciências Humanas,Geografia,Geografia 2,1,2,C4,,geografia,0.5300,direto,media,False
2016,1,29,1,Ciências Humanas,Geografia,Geografia 2,1,3,C4,,geografia,0.5300,direto,media,False
2016,1,29,1,Ciências Humanas,Geografia,Geografia 2,1,4,C4,,geografia,0.5300,direto,media,False
2016,1,29,1,Ciências Humanas,Geografia,Geografia 2,1,5,C4,,geografia,0.5300,direto,media,False
2016,1,33,1,Ciências Humanas,Geografia,Geografia 1,1,1,C2,,geografia,0.5300,direto,media,False
2016,1,33,1,Ciências Humanas,Geografia,Geografia 1,1,2,C2,,geografia,0.5300,direto,media,False
2016,1,34,1,Ciências Humanas,Geografia,Geografia 1,1,3,C6,,geografia,0.5300,direto,media,False
2016,1,34,1,Ciências Humanas,Geografia,Geografia 1,1,4,C6,,geografia,0.5300,direto,media,False
2016,1,34,1,Ciências Humanas,Geografia,Geografia 1,1,5,C6,,geografia,0.5300,direto,media,False
2016,1,34,1,Ciências Humanas,Geografia,Geografia 2,1,1,C6; C4,,geografia,0.5300,direto,media,False
2016,1,35,1,Ciências Humanas,História,História 1,1,5,C3,,historia; brasil,0.5600,direto,media,False
2016,1,35,1,Ciências Humanas,História,História 2,1,4,C2; C3,,historia; relacao,0.5600,direto,media,False
2016,1,35,1,Ciências Humanas,História,História 1,1,4,C2; C3,,historia,0.5300,direto,media,False
2016,1,35,1,Ciências Humanas,História,História 2,1,3,C2; C3,,historia,0.5300,direto,media,False
2016,1,35,1,Ciências Humanas,História,História 2,1,5,C3,,historia,0.5300,direto,media,False
2016,1,36,1,Ciências Humanas,Geografia,Geografia 1,1,1,C2,,geografia,0.5300,direto,media,False
2016,1,36,1,Ciências Humanas,Geografia,Geografia 1,1,2,C2,,geografia,0.5300,direto,media,False
2016,1,43,1,Ciências Humanas,Geografia,Geografia 1,1,1,C2,,geografia,0.5300,direto,media,False
2016,1,43,1,Ciências Humanas,Geografia,Geografia 1,1,2,C2,,geografia,0.5300,direto,media,False
2016,1,45,1,Ciências Humanas,Geografia,Geografia 1,1,3,C6,,geografia,0.5300,direto,media,False
2016,1,45,1,Ciências Humanas,Geografia,Geografia 1,1,4,C6,,geografia,0.5300,direto,media,False
2016,1,45,1,Ciências Humanas,Geografia,Geografia 1,1,5,C6,,geografia,0.5300,direto,media,False
2016,1,45,1,Ciências Humanas,Geografia,Geografia 2,1,1,C6; C4,,geografia,0.5300,direto,media,False
2016,1,46,1,Ciências da Natureza,Química,Química 1,1,1,C3,,quimica,0.5300,direto,media,False
2016,1,46,1,Ciências da Natureza,Química,Química 3,1,1,C2,,quimica_organica,0.4100,relacionado,baixa,False
2016,1,47,1,Ciências da Natureza,Física,Física 1,1,3,C6,,fisica,0.5300,direto,media,False
2016,1,47,1,Ciências da Natureza,Física,Física 1,1,4,C6,,fisica,0.5300,direto,media,False
2016,1,47,1,Ciências da Natureza,Física,Física 3,1,1,C6,,fisica,0.5300,direto,media,False
2016,1,47,1,Ciências da Natureza,Física,Física 3,1,3,C6,,fisica,0.5300,direto,media,False
2016,1,47,1,Ciências da Natureza,Física,Física 3,1,4,C6,,fisica,0.5300,direto,media,False
2016,1,49,1,Ciências da Natureza,Física,Física 1,1,1,C1; C5,,mecanica,0.6100,direto,media,False
2016,1,49,1,Ciências da Natureza,Física,Física 2,1,1,C1; C2; C5,,fisica,0.5300,direto,media,False
2016,1,49,1,Ciências da Natureza,Física,Física 2,1,2,C1; C2; C5,,fisica,0.5300,direto,media,False
2016,1,49,1,Ciências da Natureza,Física,Física 2,1,3,C1; C2; C5,,fisica,0.5300,direto,media,False
2016,1,49,1,Ciências da Natureza,Física,Física 2,1,5,C1; C2; C5,,fisica,0.5300,direto,media,False
2016,1,50,1,Ciências da Natureza,Química,Química 1,1,5,C7,,quimica,0.5300,direto,media,False
2016,1,50,1,Ciências da Natureza,Química,Química 3,1,2,C7,,quimica,0.5300,direto,media,False
2016,1,50,1,Ciências da Natureza,Química,Química 3,1,3,C7,,quimica,0.5300,direto,media,False
2016,1,50,1,Ciências da Natureza,Química,Química 3,1,4,C7,,quimica,0.5300,direto,media,False
2016,1,50,1,Ciências da Natureza,Química,Química 3,1,5,C7,,quimica,0.5300,direto,media,False
2016,1,51,1,Ciências da Natureza,Química,Química 1,1,5,C7,,quimica,0.5300,direto,media,False
2016,1,51,1,Ciências da Natureza,Química,Química 3,1,2,C7,,quimica,0.5300,direto,media,False
2016,1,51,1,Ciências da Natureza,Química,Química 3,1,3,C7,,quimica,0.5300,direto,media,False
2016,1,51,1,Ciências da Natureza,Química,Química 3,1,4,C7,,quimica,0.5300,direto,media,False
2016,1,51,1,Ciências da Natureza,Química,Química 3,1,5,C7,,quimica,0.5300,direto,media,False
2016,1,52,1,Ciências da Natureza,Química,Química 1,1,5,C7,,quimica,0.5300,direto,media,False
2016,1,52,1,Ciências da Natureza,Química,Química 3,1,2,C7,,quimica,0.5300,direto,media,False
2016,1,52,1,Ciências da Natureza,Química,Química 3,1,3,C7,,quimica,0.5300,direto,media,False
2016,1,52,1,Ciências da Natureza,Química,Química 3,1,4,C7,,quimica,0.5300,direto,media,False
2016,1,52,1,Ciências da Natureza,Química,Química 3,1,5,C7,,quimica,0.5300,direto,media,False
2016,1,54,1,Ciências da Natureza,Física,Física 1,1,3,C6,,fisica,0.5300,direto,media,False
2016,1,54,1,Ciências da Natureza,Física,Física 1,1,4,C6,,fisica,0.5300,direto,media,False
2016,1,54,1,Ciências da Natureza,Física,Física 3,1,1,C6,,fisica,0.5300,direto,media,False
2016,1,54,1,Ciências da Natureza,Física,Física 3,1,3,C6,,fisica,0.5300,direto,media,False
2016,1,54,1,Ciências da Natureza,Física,Física 3,1,4,C6,,fisica,0.5300,direto,media,False
2016,1,57,1,Ciências da Natureza,Física,Física 1,1,1,C1; C5,,fisica,0.5300,direto,media,False
2016,1,57,1,Ciências da Natureza,Física,Física 2,1,1,C1; C2; C5,,fisica,0.5300,direto,media,False
2016,1,57,1,Ciências da Natureza,Física,Física 2,1,2,C1; C2; C5,,fisica,0.5300,direto,media,False
2016,1,57,1,Ciências da Natureza,Física,Física 2,1,3,C1; C2; C5,,fisica,0.5300,direto,media,False
2016,1,57,1,Ciências da Natureza,Física,Física 2,1,5,C1; C2; C5,,fisica,0.5300,direto,media,False
2016,1,58,1,Ciências da Natureza,Química,Química 1,1,5,C7,,quimica,0.5300,direto,media,False
2016,1,58,1,Ciências da Natureza,Química,Química 3,1,2,C7,,quimica,0.5300,direto,media,False
2016,1,58,1,Ciências da Natureza,Química,Química 3,1,3,C7,,quimica,0.5300,direto,media,False
2016,1,58,1,Ciências da Natureza,Química,Química 3,1,4,C7,,quimica,0.5300,direto,media,False
2016,1,58,1,Ciências da Natureza,Química,Química 3,1,5,C7,,quimica,0.5300,direto,media,False
2016,1,63,1,Ciências da Natureza,Física,Física 1,1,3,C6,,mecanica,0.4100,relacionado,baixa,False
2016,1,63,1,Ciências da Natureza,Física,Física 1,1,4,C6,,mecanica,0.4100,relacionado,baixa,False
2016,1,65,1,Ciências da Natureza,Química,Química 1,1,1,C3,,quimica,0.5300,direto,media,False
2016,1,69,1,Ciências da Natureza,Biologia,Biologia 1,1,1,C4,,agua,0.4100,relacionado,baixa,False
2016,1,72,1,Ciências da Natureza,Biologia,Biologia 1,1,1,C4,,biologia,0.5300,direto,media,False
2016,1,72,1,Ciências da Natureza,Biologia,Biologia 1,1,2,C4,,biologia,0.5300,direto,media,False
2016,1,72,1,Ciências da Natureza,Biologia,Biologia 1,1,3,C4,,biologia,0.5300,direto,media,False
2016,1,73,1,Ciências da Natureza,Biologia,Biologia 1,1,1,C4,,fisiologia; biologia,0.5600,direto,media,False
2016,1,73,1,Ciências da Natureza,Biologia,Biologia 1,1,2,C4,,biologia; saude,0.5600,direto,media,False
2016,1,73,1,Ciências da Natureza,Biologia,Biologia 1,1,3,C4,,biologia,0.5300,direto,media,False
2016,1,74,1,Ciências da Natureza,Física,Física 3,1,4,C6,,eletricidade,0.5800,direto,media,False
2016,1,74,1,Ciências da Natureza,Física,Física 1,1,3,C6,,fisica,0.5300,direto,media,False
2016,1,74,1,Ciências da Natureza,Física,Física 1,1,4,C6,,fisica,0.5300,direto,media,False
2016,1,74,1,Ciências da Natureza,Física,Física 3,1,1,C6,,fisica,0.5300,direto,media,False
2016,1,74,1,Ciências da Natureza,Física,Física 3,1,3,C6,,fisica,0.5300,direto,media,False
2016,1,75,1,Ciências da Natureza,Física,Física 1,1,1,C1; C5,,mecanica,0.6100,direto,media,False
